"Org Name","EIN","Current FY Start","Current FY End","Ruling Year","Form Year","Form Type","Address Line 1","Address Line 2","City","State","County",Zip,"Org Phone Number","Web Address","IRS Subsection","Subject Area 1","Subject Area 2","Subject Area 3","NTEE Code","NAICS Code","SIC Code1","SIC Code2","Audit Required?","Has filed 990T?","Paid Preparer Firm Name","Link to GS Profile Page","Link to most recent Form 990","Total Assets","Cash & Equivalent","Investments Securities","Net Assets","Temporarily Restricted Net Assets","Permanently Restricted Net Assets","Unrestricted Net Assets","Total Revenue","Gross Receipts","Investment Income","Total Contributions","Government Grants","Special Events","Sales","Program Services Revenue","Total Liabilities","Loans and Notes","Tax-Exempt Bond Liabilities","Total Expenses","Total Program Expenses","Total Administrative Expenses","Total Fundraising Expenses","Accounting Fees","Advertising Expenses","Information Technology Expenses","Insurance Expenses","Interest Expenses","Investment Management Fees","Legal Fees","Pension Plan Contributions   Employee Benefits","Printing and Publications","Professional Fundraising Expenses","Principal Officer","Org Leader","Primary Contact Name","Primary Contact Title","Primary Contact Email","Number of Employees"
"Linda Turchin Foundation for Educational Enrichment of Children","11-2405490","","","1977","","","P S 178q 189 10 Radnor Rd","","Jamaica","NY","Queens",="11423","","","501(c)(3) Public Charity","Education","","","B11 (Single Organization Support)","813219","8399","","","","","http://www.guidestar.org/profile/11-2405490","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"International Association for Advancement Inc C O Atul Panchal","11-2412219","","","1977","","","75 Riverdale Rd","","Valley Stream","NY","Nassau",="11581","","","501(c)(3) Public Charity","International relations","","","Q01 (Alliance/Advocacy Organizations)","813319","8399","8641","","","","http://www.guidestar.org/profile/11-2412219","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Taxpayers Union of Long Island Inc","11-2412280","","","1977","","","3685 Merrick Rd","","Seaford","NY","Nassau",="11783","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Public finance","","","W22 (Public Finance, Taxation, Monetary Policy)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2412280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Congregation Zecher Lavraham","11-2412285","","","1977","","","1800 Ocean Pkwy","","Brooklyn","NY","Kings",="11223","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2412285","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bnai Brith International","11-2412299","","","1997","","","98 Lake Dr","","New Hyde Park","NY","Nassau",="11040","","","501(c)(3) Public Charity","Human services","","","P20 (Human Service Organizations)","624190","8322","","","","","http://www.guidestar.org/profile/11-2412299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Evangel Revival Community Church","11-2412328","","","1977","","","569 National Blvd","","Long Beach","NY","Nassau",="11561","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2412328","http://www.guidestar.org/FinDocuments/2014/112/412/2014-112412328-0c0feb2d-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Knights of Columbus","11-2412757","","","1940","","","PO Box 183","","Freeport","NY","Nassau",="11520","","","501(c)(8) (Fraternal Beneficiary Societies)","Business and industry","","","Y41 (Fraternal Beneficiary Societies)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2412757","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Assembly of God","11-2413655","","","1964","","","PO Box 429","","Bethpage","NY","Nassau",="11714","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2413655","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Torah Vechayim Inc C O Sam Shamula","11-2414403","","","1977","","","1711 Ocean Pkwy","","Brooklyn","NY","Kings",="11223","","","501(c)(3) Public Charity","Judaism","","","X30 (Jewish)","813110","8661","","","","","http://www.guidestar.org/profile/11-2414403","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Reformed Dutch Church in the Village of Astoria","11-2414444","","","1986","","","2735 12th St","","Astoria","NY","Queens",="11102","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2414444","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pomonok Neighborhood Center Inc","11-2414848","","","1976","","","67 09 Kessina Blvd","","Flushing","NY","Queens",="11367","","","501(c)(3) Public Charity","Sports and recreation","","","N99 (Other Recreation, Sports, or Leisure Activities N.E.C.)","713990","7911","7993","","","","http://www.guidestar.org/profile/11-2414848","http://www.guidestar.org/FinDocuments/2005/112/414/2005-112414848-0254b95c-9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Animal Life Line Corporation Inc","11-2415091","2018-10-01","2019-09-30","1977","2018","990","PO Box 1034","","Bellmore","NY","Nassau",="11710","516-623-5124","","501(c)(3) Public Charity","Animal welfare","","","D20 (Animal Protection and Welfare (includes Humane Societies and SPCAs))","813312","8399","8699","N","","","http://www.guidestar.org/profile/11-2415091","http://www.guidestar.org/FinDocuments/2018/112/415/2018-112415091-104e9de5-Z.pdf","$309,938","$309,938","","$309,938","","","","$212,754","$211,148","$1,607","$211,148","","","","","$0","$0","","$131,312","","","","","$1,459","","","","","","","","","","","","","",""
"Congregation Beth Talmud Vehoraah","11-2415092","","","1977","","","1582 41st St","","Brooklyn","NY","Kings",="11218","","","501(c)(3) Public Charity","Judaism","","","X30 (Jewish)","813110","8661","","","","","http://www.guidestar.org/profile/11-2415092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pentecostal Nazareth Ch","11-2415303","","","1964","","","17811 Jamaica Ave","","Jamaica","NY","Queens",="11432","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2415303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Omega Psi Phi Fraternity","11-2415503","","","1953","","","33 Ridge Dr","","Westbury","NY","Nassau",="11590","","","501(c)(7) (Social and Recreation Clubs)","Sororities and fraternities","","","B83 (Student Sororities, Fraternities)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2415503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beulah Church of Christ Inc","11-2416309","","","1977","","","2014 Mermaid Ave","","Brooklyn","NY","Kings",="11224","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2416309","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Volunteers for Animal Welfare Inc","11-2416886","","","1978","","","PO Box 776","","Sound Beach","NY","Suffolk",="11789","","","501(c)(3) Public Charity","Animal welfare","","","D20 (Animal Protection and Welfare (includes Humane Societies and SPCAs))","813312","8399","8699","","","","http://www.guidestar.org/profile/11-2416886","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Congregation Dvar Moshe of Horodenke C O Benjamin Isaacs Esq","11-2416894","","","1977","","","1236 49th St","","Brooklyn","NY","Kings",="11219","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2416894","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Congregation Khal Bnei Joseph C O Benjamin Isaacs Esq","11-2416905","","","1977","","","235 Penn St","","Brooklyn","NY","Kings",="11211","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2416905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Keren Yehoshua Zev Gold","11-2416911","","","1977","","","914 Madison Ave","","Lakewood","NJ","Ocean",="08701","","","501(c)(3) Private Nonoperating Foundation","Foundations","","","T20 (Private Grantmaking Foundations)","813211","6732","","","","","http://www.guidestar.org/profile/11-2416911","http://www.guidestar.org/FinDocuments/2011/112/416/2011-112416911-080818c5-F.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jewish Care Services of Long Island Inc","11-2417269","2018-07-01","2019-06-30","1978","2018","990","424 E 147th St","","Bronx","NY","Bronx",="10455","212-491-6000","N/A","501(c)(3) Public Charity","Single parent support","","","P42 (Single Parent Agencies/Services)","624190","8322","","N","","YSL & ASSOCIATES","http://www.guidestar.org/profile/11-2417269","http://www.guidestar.org/FinDocuments/2019/112/417/2019-112417269-114ce93b-9.pdf","$0","$0","$0","$0","","","$0","$733,918","$733,918","","","","","","","$0","$0","","$546,994","$0","$546,994","$0","","","","","","","","","","","M Joseph Levin","","","","","0"
"Edward Dougherty Memorial Trust Fund","11-2417308","2018-01-01","2018-12-31","1976","2018","990","3421 Review Ave","","Long Island City","NY","Queens",="11101","718-786-5700","","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Foundations","","","T90 (Named Trusts/Foundations N.E.C.)","813211","6732","","","","FLIGEL, BRINT & CO., CPAS\TAX TIPS, INC.","http://www.guidestar.org/profile/11-2417308","http://www.guidestar.org/FinDocuments/2018/112/417/2018-112417308-10e40631-9O.pdf","$160,576","$5,757","$154,819","$160,576","","","","$19,597","$45,962","$2,545","","","$17,258","","","$0","$0","","$44,413","$44,413","$0","$0","$550","","","","","$831","","","","","MARK COHEN","","","","","0"
"Congregation Machne Ger C O","11-2417325","","","1977","","","PO Box 190776","","Brooklyn","NY","Kings",="11219","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2417325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"First Spanish Free Methodist Church","11-2417718","","","1958","","","157 S 9th St","","Brooklyn","NY","Kings",="11211","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2417718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Majority Baptist Church","11-2417731","","","1955","","","11521 Farmers Blvd","","Saint Albans","NY","Queens",="11412","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2417731","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Canarsie Volunteer Ambulance Corp","11-2417864","","","1984","","","PO Box 360132","","Brooklyn","NY","Kings",="11236","","","501(c)(3) Public Charity","Emergency medical services","","","E62 (Ambulance/Emergency Transport)","621910","4119","4522","","","","http://www.guidestar.org/profile/11-2417864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cong Binyan Zvi Dwaitzen","11-2417876","","","1981","","","549 Bedford Ave","","Brooklyn","NY","Kings",="11211","","","501(c)(3) Public Charity","Religion","","","X99 (Religion Related, Spiritual Development N.E.C.)","813110","8661","","","","","http://www.guidestar.org/profile/11-2417876","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yeshiva Chayai Dovid Inc","11-2417991","","","1977","","","7635 Vleigh Pl","","Flushing","NY","Queens",="11367","","","501(c)(3) Public Charity","Judaism","","","X30 (Jewish)","813110","8661","","","","","http://www.guidestar.org/profile/11-2417991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West Babylon Community Youth Center Inc","11-2418509","2018-01-01","2018-12-31","2007","2018","990","71 Sawyer Ave","","West Babylon","NY","Suffolk",="11704","631-661-1333","WWW.WBCYC.ORG","501(c)(3) Public Charity","Youth services","","","O20 (Youth Centers, Clubs, (includes Boys/Girls Clubs)- Multipurpose)","624110","8322","","N","Y","ARTHUR F STEWART CPA","http://www.guidestar.org/profile/11-2418509","http://www.guidestar.org/FinDocuments/2018/112/418/2018-112418509-17147462-9.pdf","$30,642","$21,957","","$27,484","","","","$170,907","$178,259","","$170,590","$38,200","$317","","","$3,158","$0","","$192,718","$166,527","$26,191","$0","$1,950","","","$23,187","","","","","","","PATRICK FARRELL","","","","","67"
"The Health Science Center at Brooklyn Foundation Inc","11-2418771","2017-08-01","2018-07-31","1977","2017","990","450 Clarkson Ave # 93","","Brooklyn","NY","Kings",="11203","718-270-3148","WWW.DOWNSTATE.EDU/FINANCE/DEPARTMENTS/HSCB","501(c)(3) Public Charity","Graduate and professional education","Health","","A11 (Single Organization Support)","813219","8399","","N","","EFPR GROUP CPAS PLLC","http://www.guidestar.org/profile/11-2418771","http://www.guidestar.org/FinDocuments/2015/112/418/2015-112418771-10bef956-9A.pdf","$145,617,211","$165,594","$103,525,649","$136,161,033","$38,473,329","$23,343,379","$74,344,325","$10,089,620","$10,293,788","$1,581,814","$4,907,179","","","","$196,930","$9,456,178","$7,798,560","","$4,705,248","$1,729,551","$2,975,697","$0","$85,067","","","$185,368","","$451,327","$13,949","$14,100","","","DR EDWARD O MANDEVILLE","","","","","81"
"Christ Church","11-2418977","","","1972","","","12 Prospect St","","Babylon","NY","Suffolk",="11702","","","501(c)(3) Public Charity","Episcopalianism and Anglicanism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2418977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mount Sinai Pentecostal Gospel Tabernacle","11-2424962","","","1991","","","2126 Fulton St","","Brooklyn","NY","Kings",="11233","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2424962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Northport Cow Harbor United Soccer Club","11-2428537","2018-01-01","2018-12-31","2004","2018","990","PO Box 7","","Northport","NY","Suffolk",="11768","631-673-9797","WWW.NCHU.ORG","501(c)(3) Public Charity","European football","","","N64 (Soccer Clubs/Leagues)","713990","7911","7993","N","","FREY & WAGNER CPA'S PC","http://www.guidestar.org/profile/11-2428537","http://www.guidestar.org/FinDocuments/2018/112/428/2018-112428537-1085428f-9.pdf","$83,267","$46,630","","$25,144","","","$25,144","$522,990","$608,211","$12","$461,306","","$61,672","","","$58,123","$0","","$496,500","$471,885","$12,539","$12,076","$8,325","","","","","","","","","","MATT POWER","","","","","0"
"Mesivtah Eitz Chaim of Bobov","11-2428571","","","1977","","","1577 48th St","","Brooklyn","NY","Kings",="11219","","","501(c)(3) Public Charity","Judaism","","","X99 (Religion Related, Spiritual Development N.E.C.)","813110","8661","","","","","http://www.guidestar.org/profile/11-2428571","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
